date,type
2022-09-22,ชำรุด
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ท่อระบายน้ำ
2022-09-22,น้ำท่วม
2022-09-22,ทางเดิน
2022-09-22,ถนน
2022-09-22,ท่อระบายน้ำ
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ป้าย
2022-09-22,ขยะ
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,ร้องเรียน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,น้ำท่วม
2022-09-22,ป้าย
2022-09-22,ทางเดิน
2022-09-22,ทางเดิน
2022-09-22,จราจร
2022-09-22,ชำรุด
2022-09-22,ขยะ
2022-09-22,น้ำท่วม
2022-09-22,ขยะ
2022-09-22,น้ำท่วม
2022-09-22,สะพาน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,เสียง
2022-09-22,ขยะ
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ต้นไม้
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,กีดขวาง
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ท่อระบายน้ำ
2022-09-22,ถนน
2022-09-22,ป้าย
2022-09-22,ชำรุด
2022-09-22,กีดขวาง
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,สะพาน
2022-09-22,ถนน
2022-09-22,ท่อระบายน้ำ
2022-09-22,ถนน
2022-09-22,ขยะ
2022-09-22,จราจร
2022-09-22,กีดขวาง
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ชำรุด
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,เสียง
2022-09-22,เสียง
2022-09-22,น้ำท่วม
2022-09-22,ชำรุด
2022-09-22,ชำรุด
2022-09-22,สะพาน
2022-09-22,ต้นไม้
2022-09-22,ขยะ
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,กลิ่น
2022-09-22,ชำรุด
2022-09-22,ถนน
2022-09-22,ท่อระบายน้ำ
2022-09-22,สะพาน
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,ต้นไม้
2022-09-22,จราจร
2022-09-22,ร้องเรียน
2022-09-22,ชำรุด
2022-09-22,น้ำท่วม
2022-09-22,ชำรุด
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,กีดขวาง
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ชำรุด
2022-09-22,ท่อระบายน้ำ
2022-09-22,ป้าย
2022-09-22,ป้าย
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,สะพาน
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,ป้าย
2022-09-22,ถนน
2022-09-22,สะพาน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ชำรุด
2022-09-22,สะพาน
2022-09-22,ถนน
2022-09-22,ขยะ
2022-09-22,ถนน
2022-09-22,ป้าย
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,ทางเดิน
2022-09-22,ท่อระบายน้ำ
2022-09-22,กลิ่น
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,ร้องเรียน
2022-09-22,กลิ่น
2022-09-22,ชำรุด
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ท่อระบายน้ำ
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ขยะ
2022-09-22,กีดขวาง
2022-09-22,กลิ่น
2022-09-22,ถนน
2022-09-22,ชำรุด
2022-09-22,ร้องเรียน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,สะพาน
2022-09-22,ถนน
2022-09-22,สะพาน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ทางเดิน
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,ชำรุด
2022-09-22,ท่อระบายน้ำ
2022-09-22,สะพาน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ทางเดิน
2022-09-22,ขยะ
2022-09-22,ท่อระบายน้ำ
2022-09-22,ถนน
2022-09-22,ขยะ
2022-09-22,ท่อระบายน้ำ
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,เสียง
2022-09-22,น้ำท่วม
2022-09-22,จราจร
2022-09-22,สะพาน
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,ต้นไม้
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ป้าย
2022-09-22,ท่อระบายน้ำ
2022-09-22,ถนน
2022-09-22,ขยะ
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ร้องเรียน
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,น้ำท่วม
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,จราจร
2022-09-22,ถนน
2022-09-22,ต้นไม้
2022-09-22,ถนน
2022-09-22,จราจร
2022-09-22,ชำรุด
2022-09-22,น้ำท่วม
2022-09-22,น้ำท่วม
2022-09-22,สะพาน
2022-09-23,กลิ่น
2022-09-23,สะพาน
2022-09-23,ชำรุด
2022-09-23,ท่อระบายน้ำ
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,กีดขวาง
2022-09-23,ชำรุด
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ต้นไม้
2022-09-23,เสียง
2022-09-23,เสียง
2022-09-23,ถนน
2022-09-23,น้ำท่วม
2022-09-23,เสียง
2022-09-23,ทางเดิน
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,เสียง
2022-09-23,ขยะ
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ทางเดิน
2022-09-23,สะพาน
2022-09-23,น้ำท่วม
2022-09-23,น้ำท่วม
2022-09-23,น้ำท่วม
2022-09-23,จราจร
2022-09-23,น้ำท่วม
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,น้ำท่วม
2022-09-23,ร้องเรียน
2022-09-23,ถนน
2022-09-23,สะพาน
2022-09-23,ป้าย
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,สะพาน
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,กีดขวาง
2022-09-23,จราจร
2022-09-23,ถนน
2022-09-23,จราจร
2022-09-23,ป้าย
2022-09-23,ขยะ
2022-09-23,เสียง
2022-09-23,ถนน
2022-09-23,ทางเดิน
2022-09-23,ถนน
2022-09-23,ป้าย
2022-09-23,กลิ่น
2022-09-23,เสียง
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,ร้องเรียน
2022-09-23,ถนน
2022-09-23,น้ำท่วม
2022-09-23,น้ำท่วม
2022-09-23,จราจร
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,เสียง
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ป้าย
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,สะพาน
2022-09-23,จราจร
2022-09-23,เสียง
2022-09-23,เสียง
2022-09-23,ขยะ
2022-09-23,ถนน
2022-09-23,ทางเดิน
2022-09-23,ถนน
2022-09-23,ขยะ
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ขยะ
2022-09-23,ป้าย
2022-09-23,เสียง
2022-09-23,ถนน
2022-09-23,จราจร
2022-09-23,จราจร
2022-09-23,จราจร
2022-09-23,จราจร
2022-09-23,จราจร
2022-09-23,จราจร
2022-09-23,ถนน
2022-09-23,จราจร
2022-09-23,จราจร
2022-09-23,จราจร
2022-09-23,ถนน
2022-09-23,จราจร
2022-09-23,ต้นไม้
2022-09-23,ขยะ
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ขยะ
2022-09-23,ขยะ
2022-09-23,เสียง
2022-09-23,ถนน
2022-09-23,จราจร
2022-09-23,จราจร
2022-09-23,ป้าย
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,จราจร
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ขยะ
2022-09-23,ถนน
2022-09-23,ทางเดิน
2022-09-23,ถนน
2022-09-23,น้ำท่วม
2022-09-23,ป้าย
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ท่อระบายน้ำ
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ต้นไม้
2022-09-23,กลิ่น
2022-09-23,น้ำท่วม
2022-09-23,ทางเดิน
2022-09-23,ชำรุด
2022-09-23,ต้นไม้
2022-09-23,ถนน
2022-09-23,ต้นไม้
2022-09-23,กลิ่น
2022-09-23,ถนน
2022-09-23,เสียง
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,สะพาน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,สะพาน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,สะพาน
2022-09-23,กีดขวาง
2022-09-23,ถนน
2022-09-23,ทางเดิน
2022-09-23,จราจร
2022-09-23,ถนน
2022-09-23,ขยะ
2022-09-23,ถนน
2022-09-23,สะพาน
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ร้องเรียน
2022-09-23,ชำรุด
2022-09-23,สะพาน
2022-09-23,จราจร
2022-09-23,ขยะ
2022-09-23,จราจร
2022-09-23,จราจร
2022-09-23,กีดขวาง
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ท่อระบายน้ำ
2022-09-23,ถนน
2022-09-23,จราจร
2022-09-23,ชำรุด
2022-09-23,ขยะ
2022-09-23,ชำรุด
2022-09-23,สะพาน
2022-09-23,ถนน
2022-09-23,ขยะ
2022-09-23,ชำรุด
2022-09-23,จราจร
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ขยะ
2022-09-23,น้ำท่วม
2022-09-23,จราจร
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,ขยะ
2022-09-23,ต้นไม้
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ป้าย
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ทางเดิน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ต้นไม้
2022-09-23,ถนน
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ร้องเรียน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ร้องเรียน
2022-09-23,ต้นไม้
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,ทางเดิน
2022-09-23,ชำรุด
2022-09-23,ชำรุด
2022-09-23,ขยะ
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ทางเดิน
2022-09-23,ป้าย
2022-09-23,ป้าย
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ป้าย
2022-09-23,ชำรุด
2022-09-23,ชำรุด
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,สะพาน
2022-09-23,น้ำท่วม
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ถนน
2022-09-23,ชำรุด
2022-09-23,ต้นไม้
2022-09-23,ขยะ
2022-09-23,ถนน
2022-09-23,สะพาน
2022-09-23,ร้องเรียน
2022-09-23,กีดขวาง
2022-09-23,ป้าย
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,ชำรุด
2022-09-24,เสียง
2022-09-24,ขยะ
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,เสียง
2022-09-24,ร้องเรียน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ท่อระบายน้ำ
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,ทางเดิน
2022-09-24,ถนน
2022-09-24,ร้องเรียน
2022-09-24,ถนน
2022-09-24,กลิ่น
2022-09-24,ถนน
2022-09-24,ป้าย
2022-09-24,ถนน
2022-09-24,ต้นไม้
2022-09-24,ต้นไม้
2022-09-24,เสียง
2022-09-24,เสียง
2022-09-24,ป้าย
2022-09-24,สะพาน
2022-09-24,ป้าย
2022-09-24,ถนน
2022-09-24,ป้าย
2022-09-24,จราจร
2022-09-24,น้ำท่วม
2022-09-24,ป้าย
2022-09-24,ถนน
2022-09-24,กีดขวาง
2022-09-24,ถนน
2022-09-24,ร้องเรียน
2022-09-24,ทางเดิน
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,จราจร
2022-09-24,สะพาน
2022-09-24,ชำรุด
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,จราจร
2022-09-24,ทางเดิน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ชำรุด
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ขยะ
2022-09-24,ร้องเรียน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ต้นไม้
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ชำรุด
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ป้าย
2022-09-24,ถนน
2022-09-24,ร้องเรียน
2022-09-24,ท่อระบายน้ำ
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,จราจร
2022-09-24,ต้นไม้
2022-09-24,ชำรุด
2022-09-24,สะพาน
2022-09-24,สะพาน
2022-09-24,น้ำท่วม
2022-09-24,ชำรุด
2022-09-24,ถนน
2022-09-24,ป้าย
2022-09-24,เสียง
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,จราจร
2022-09-24,จราจร
2022-09-24,เสียง
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,จราจร
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,สะพาน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ท่อระบายน้ำ
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,กีดขวาง
2022-09-24,ขยะ
2022-09-24,ชำรุด
2022-09-24,ถนน
2022-09-24,ทางเดิน
2022-09-24,ถนน
2022-09-24,ชำรุด
2022-09-24,ชำรุด
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ชำรุด
2022-09-24,ถนน
2022-09-24,จราจร
2022-09-24,จราจร
2022-09-24,ถนน
2022-09-24,ร้องเรียน
2022-09-24,ถนน
2022-09-24,ขยะ
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ขยะ
2022-09-24,ถนน
2022-09-24,สะพาน
2022-09-24,ถนน
2022-09-24,ต้นไม้
2022-09-24,ขยะ
2022-09-24,กีดขวาง
2022-09-24,ป้าย
2022-09-24,ชำรุด
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ขยะ
2022-09-24,น้ำท่วม
2022-09-24,สะพาน
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ท่อระบายน้ำ
2022-09-24,จราจร
2022-09-24,จราจร
2022-09-24,ถนน
2022-09-24,ทางเดิน
2022-09-24,ชำรุด
2022-09-24,ชำรุด
2022-09-24,ป้าย
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ป้าย
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,ท่อระบายน้ำ
2022-09-24,จราจร
2022-09-24,ถนน
2022-09-24,ขยะ
2022-09-24,ป้าย
2022-09-24,จราจร
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,จราจร
2022-09-24,ถนน
2022-09-24,ทางเดิน
2022-09-24,ถนน
2022-09-24,ต้นไม้
2022-09-24,ขยะ
2022-09-24,ท่อระบายน้ำ
2022-09-24,ทางเดิน
2022-09-24,ขยะ
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,เสียง
2022-09-24,ต้นไม้
2022-09-24,ขยะ
2022-09-24,จราจร
2022-09-24,ต้นไม้
2022-09-24,ร้องเรียน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,ร้องเรียน
2022-09-24,ป้าย
2022-09-24,เสียง
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ขยะ
2022-09-24,กลิ่น
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,กีดขวาง
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ชำรุด
2022-09-24,ชำรุด
2022-09-24,ขยะ
2022-09-24,ป้าย
2022-09-24,ถนน
2022-09-24,ต้นไม้
2022-09-24,ชำรุด
2022-09-24,น้ำท่วม
2022-09-24,ต้นไม้
2022-09-24,ถนน
2022-09-24,ชำรุด
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ถนน
2022-09-24,ชำรุด
2022-09-24,ขยะ
2022-09-24,ชำรุด
2022-09-24,ชำรุด
2022-09-24,ถนน
2022-09-24,ท่อระบายน้ำ
2022-09-24,กีดขวาง
2022-09-24,เสียง
2022-09-24,ป้าย
2022-09-24,ป้าย
2022-09-24,น้ำท่วม
2022-09-24,กีดขวาง
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,จราจร
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,จราจร
2022-09-24,ขยะ
2022-09-24,ขยะ
2022-09-24,น้ำท่วม
2022-09-24,ถนน
2022-09-24,น้ำท่วม
2022-09-24,ชำรุด
2022-09-24,น้ำท่วม
2022-09-24,ชำรุด
2022-09-24,น้ำท่วม
2022-09-24,ต้นไม้
2022-09-24,น้ำท่วม
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,น้ำท่วม
2022-09-25,ขยะ
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,น้ำท่วม
2022-09-25,ขยะ
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,สะพาน
2022-09-25,สะพาน
2022-09-25,สะพาน
2022-09-25,ถนน
2022-09-25,ขยะ
2022-09-25,เสียง
2022-09-25,ถนน
2022-09-25,จราจร
2022-09-25,ถนน
2022-09-25,ร้องเรียน
2022-09-25,เสียง
2022-09-25,กลิ่น
2022-09-25,น้ำท่วม
2022-09-25,เสียง
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ทางเดิน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,ท่อระบายน้ำ
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,ชำรุด
2022-09-25,จราจร
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,น้ำท่วม
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,ต้นไม้
2022-09-25,ทางเดิน
2022-09-25,จราจร
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,จราจร
2022-09-25,ขยะ
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,ป้าย
2022-09-25,กีดขวาง
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,ป้าย
2022-09-25,สะพาน
2022-09-25,ร้องเรียน
2022-09-25,น้ำท่วม
2022-09-25,กลิ่น
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,กลิ่น
2022-09-25,ถนน
2022-09-25,จราจร
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ทางเดิน
2022-09-25,กีดขวาง
2022-09-25,สะพาน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,เสียง
2022-09-25,น้ำท่วม
2022-09-25,เสียง
2022-09-25,ถนน
2022-09-25,ต้นไม้
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,ขยะ
2022-09-25,ท่อระบายน้ำ
2022-09-25,ทางเดิน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,กลิ่น
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ทางเดิน
2022-09-25,ทางเดิน
2022-09-25,ทางเดิน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,เสียง
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,ต้นไม้
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,ร้องเรียน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ขยะ
2022-09-25,ป้าย
2022-09-25,ท่อระบายน้ำ
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,กลิ่น
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,จราจร
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,ชำรุด
2022-09-25,ท่อระบายน้ำ
2022-09-25,ถนน
2022-09-25,ท่อระบายน้ำ
2022-09-25,น้ำท่วม
2022-09-25,สะพาน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,จราจร
2022-09-25,น้ำท่วม
2022-09-25,น้ำท่วม
2022-09-25,สะพาน
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,น้ำท่วม
2022-09-25,จราจร
2022-09-25,ต้นไม้
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,จราจร
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,กีดขวาง
2022-09-25,กีดขวาง
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,ถนน
2022-09-25,ทางเดิน
2022-09-25,ถนน
2022-09-25,จราจร
2022-09-25,ชำรุด
2022-09-25,จราจร
2022-09-25,ถนน
2022-09-25,จราจร
2022-09-25,จราจร
2022-09-25,ถนน
2022-09-25,จราจร
2022-09-25,น้ำท่วม
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ขยะ
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ท่อระบายน้ำ
2022-09-25,ถนน
2022-09-25,เสียง
2022-09-25,ถนน
2022-09-25,กลิ่น
2022-09-25,ถนน
2022-09-25,น้ำท่วม
2022-09-25,ถนน
2022-09-25,สะพาน
2022-09-25,ถนน
2022-09-25,ขยะ
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ชำรุด
2022-09-25,ถนน
2022-09-25,ถนน
2022-09-25,ขยะ
2022-09-25,ป้าย
2022-09-25,น้ำท่วม
2022-09-25,น้ำท่วม
2022-09-25,ทางเดิน
